S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
1,09-Jan-2024,100004640315162,166746797007011,1545408,1476.4,10-Jan-2024,,
2,09-Jan-2024,100004718710289,150658819107814,1545450,2535.4,10-Jan-2024,,
3,09-Jan-2024,100004710334507,163122816312255,1545418,720,10-Jan-2024,,
4,09-Jan-2024,100004718635135,499554819086161,1545423,2800,10-Jan-2024,,
5,09-Jan-2024,100004543545957,140173774078823,1545428,1265,10-Jan-2024,,
6,09-Jan-2024,100004693161993,534217811086106,1545407,960.56,10-Jan-2024,,
7,09-Jan-2024,100004706165853,185367815048318,1545409,1290,10-Jan-2024,,
8,09-Jan-2024,100004449816537,203750750999729,1545411,960.84,10-Jan-2024,,
9,09-Jan-2024,100004717758011,114258818562651,1545412,1939.1,10-Jan-2024,,
10,09-Jan-2024,100004713806716,117320817499224,1545414,435,10-Jan-2024,,
11,09-Jan-2024,100004640315492,729986797020559,1545415,705.84,10-Jan-2024,,
12,09-Jan-2024,100004534105443,199261771738349,1545416,330,10-Jan-2024,,
13,09-Jan-2024,100004640315411,466985797016690,1545417,1176.4,10-Jan-2024,,
14,09-Jan-2024,100004717716235,201924818558975,1545419,4099.1,10-Jan-2024,,
15,09-Jan-2024,100004716548695,861023818320593,1545420,320,10-Jan-2024,,
16,09-Jan-2024,100004681214940,863142808175605,1545422,370.28,10-Jan-2024,,
17,09-Jan-2024,100004692486685,338634810933373,1545424,2955,10-Jan-2024,,
18,09-Jan-2024,100004710334464,956498816308042,1545425,540,10-Jan-2024,,
19,09-Jan-2024,100004709863416,137779816035243,1545426,245,10-Jan-2024,,
20,09-Jan-2024,100004715237905,114840817707416,1545427,325,10-Jan-2024,,
21,09-Jan-2024,100004717454007,203780818497338,1545429,3050.56,10-Jan-2024,,
22,09-Jan-2024,100004718569221,197575819058527,1545430,1588.05,10-Jan-2024,,
23,09-Jan-2024,100004717796228,184839818573759,1545431,3663.75,10-Jan-2024,,
24,09-Jan-2024,100004714385601,128689817573666,1545432,530,10-Jan-2024,,
25,09-Jan-2024,100004717686627,872642818573409,1545433,1460,10-Jan-2024,,
26,09-Jan-2024,100004717480052,165107818501903,1545434,2776.1,10-Jan-2024,,
27,09-Jan-2024,100004640315314,160105797012386,1545435,885.84,10-Jan-2024,,
28,09-Jan-2024,100004709480322,229726815955824,1545436,210,10-Jan-2024,,
29,09-Jan-2024,100004692486713,807741810935459,1545437,2955,10-Jan-2024,,
30,09-Jan-2024,100004676330680,142925806811465,1545438,2055.28,10-Jan-2024,,
31,09-Jan-2024,100004685741032,670937809044942,1545439,495.28,10-Jan-2024,,
32,09-Jan-2024,100004708666031,561889815810753,1545441,60.28,10-Jan-2024,,
33,09-Jan-2024,100004710085268,113923816146280,1545442,2160.84,10-Jan-2024,,
34,09-Jan-2024,100004713758239,812660817496557,1545443,335.28,10-Jan-2024,,
35,09-Jan-2024,100004715956540,617225817923202,1545444,515,10-Jan-2024,,
36,09-Jan-2024,100004717296899,746482818496414,1545445,5175.4,10-Jan-2024,,
37,09-Jan-2024,100004717706554,657618818567399,1545446,1098.4,10-Jan-2024,,
38,09-Jan-2024,100004717721197,177580818559943,1545447,518.05,10-Jan-2024,,
39,09-Jan-2024,100004717760277,190462818566726,1545448,587.7,10-Jan-2024,,
40,09-Jan-2024,100004718573890,906330819104524,1545449,2535.4,10-Jan-2024,,
41,08-Jan-2024,100004710713435,105027816567025,1545461,115,10-Jan-2024,,
42,08-Jan-2024,100004710713475,157758816569900,1545462,175,10-Jan-2024,,
43,09-Jan-2024,100004631870690,617437795386402,1545451,2880.56,10-Jan-2024,,
44,09-Jan-2024,100004591758961,252198787141470,1545452,120.28,10-Jan-2024,,
45,09-Jan-2024,100004706226453,112177815064902,1545453,1740,10-Jan-2024,,
46,09-Jan-2024,100004717698348,785753818559784,1545454,708.05,10-Jan-2024,,
47,09-Jan-2024,100004648976321,120472799015377,1545455,80.28,10-Jan-2024,,
48,09-Jan-2024,100004717709024,204254818557770,1545456,4099.1,10-Jan-2024,,
49,09-Jan-2024,100004626602775,537043794363602,1545457,145.28,10-Jan-2024,,
50,09-Jan-2024,100004617763961,167140792002041,1545458,450.56,10-Jan-2024,,
51,09-Jan-2024,100004611341088,475195791144089,1545459,2680.28,10-Jan-2024,,
52,09-Jan-2024,100004543517751,661213774076411,1545460,1420,10-Jan-2024,,
53,09-Jan-2024,100004718574091,155151819055986,1545410,1080,10-Jan-2024,,
54,09-Jan-2024,100004625449522,453471793925929,1545421,390.28,10-Jan-2024,,
55,09-Jan-2024,100004693326133,672960811100751,1545440,3680.56,10-Jan-2024,,
56,09-Jan-2024,100004554078270,112090777041529,1545413,705,10-Jan-2024,,
