S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
36,04-Jan-2024,100004446043332,148833750298695,1545102,4215,05-Jan-2024,,
37,04-Jan-2024,100004444358895,375218749874832,1545103,1250,05-Jan-2024,,
38,04-Jan-2024,100004708077659,160558815619274,1545104,198.05,05-Jan-2024,,
39,04-Jan-2024,100004703447630,100291813963879,1545105,210.56,05-Jan-2024,,
40,04-Jan-2024,100004703683347,202739814029671,1545106,155.28,05-Jan-2024,,
41,04-Jan-2024,100004683706205,657320808865461,1545107,820,05-Jan-2024,,
42,04-Jan-2024,100004467420362,953232755400603,1545108,1141.12,05-Jan-2024,,
43,04-Jan-2024,100004617793622,211821791997756,1545109,705,05-Jan-2024,,
44,04-Jan-2024,100004535099150,367262771842618,1545110,150,05-Jan-2024,,
45,04-Jan-2024,100004653926560,365130800160781,1545070,2860,05-Jan-2024,,
46,04-Jan-2024,100004617769684,214517791991618,1545075,3465,05-Jan-2024,,
47,04-Jan-2024,100004467420302,137587755395489,1545114,1121.12,05-Jan-2024,,
48,04-Jan-2024,100004469671484,160489755988574,1545119,1200.56,05-Jan-2024,,
49,04-Jan-2024,100004706794153,206901815149354,1545124,468.4,05-Jan-2024,,
50,04-Jan-2024,100004632062139,765531795436796,1545129,1250,05-Jan-2024,,
51,04-Jan-2024,100004707169764,135793815274851,1545112,443.05,05-Jan-2024,,
52,04-Jan-2024,100004708262384,618203815666274,1545113,2196.45,05-Jan-2024,,
53,04-Jan-2024,100004642738567,211770797411599,1545115,1080,05-Jan-2024,,
54,04-Jan-2024,100004707295450,862233815275560,1545116,440,05-Jan-2024,,
55,04-Jan-2024,100004707467329,208855815289564,1545117,610.4,05-Jan-2024,,
56,04-Jan-2024,100004682312313,160995808380411,1545118,490.28,05-Jan-2024,,
57,04-Jan-2024,100004708009839,806275815578645,1545120,680.75,05-Jan-2024,,
58,04-Jan-2024,100004693456629,331181811201449,1545121,140.56,05-Jan-2024,,
59,04-Jan-2024,100004449608954,874308750981353,1545122,765,05-Jan-2024,,
60,04-Jan-2024,100004632062094,202060795433315,1545125,1250.28,05-Jan-2024,,
61,04-Jan-2024,100004535572359,154225771874446,1545126,630.56,05-Jan-2024,,
62,04-Jan-2024,100004701808212,164739813527146,1545127,335,05-Jan-2024,,
63,04-Jan-2024,100004706499155,131762815108243,1545128,910,05-Jan-2024,,
64,04-Jan-2024,100004703330786,743370813905762,1545130,60.28,05-Jan-2024,,
65,04-Jan-2024,100004701859634,188693813576507,1545131,1040,05-Jan-2024,,
66,04-Jan-2024,100004701795985,110928813578241,1545132,1825,05-Jan-2024,,
67,04-Jan-2024,100004702491306,101373813663514,1545133,265.28,05-Jan-2024,,
