S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
64,19-Jan-2024,100004738773588,200079823943613,1546138,538.05,20-Jan-2024,,
65,19-Jan-2024,100004739042987,488076824089014,1546140,1015,20-Jan-2024,,
66,19-Jan-2024,100004732261754,971967822653588,1546141,280,20-Jan-2024,,
67,19-Jan-2024,100004735969486,995990823191548,1546142,420.28,20-Jan-2024,,
68,19-Jan-2024,100004730229075,209930822365609,1546144,765,20-Jan-2024,,
69,19-Jan-2024,100004716202793,130748818085559,1546145,175,20-Jan-2024,,
70,19-Jan-2024,100004593944064,157334787527357,1546146,1630,20-Jan-2024,,
71,19-Jan-2024,100004732129056,179007822590251,1546147,960.56,20-Jan-2024,,
72,19-Jan-2024,100004706441033,209790815092072,1546148,1630.28,20-Jan-2024,,
73,19-Jan-2024,100004738998109,214550823955319,1546149,1050,20-Jan-2024,,
74,19-Jan-2024,100004735317995,294461823116214,1546150,195,20-Jan-2024,,
75,19-Jan-2024,100004738863096,144122823943870,1546151,1719.1,20-Jan-2024,,
76,19-Jan-2024,100004712583791,952689817285187,1546152,1850,20-Jan-2024,,
77,19-Jan-2024,100004715956745,153266817942604,1546154,5380,20-Jan-2024,,
78,19-Jan-2024,100004738590019,146546823888968,1546156,600.28,20-Jan-2024,,
79,19-Jan-2024,100004565026113,113877780223960,1546157,370,20-Jan-2024,,
80,19-Jan-2024,100004735018327,214150822994987,1546158,460,20-Jan-2024,,
81,19-Jan-2024,100004723686700,220207820684271,1546159,335.28,20-Jan-2024,,
82,19-Jan-2024,100004734496939,180419822875159,1546161,120.28,20-Jan-2024,,
83,19-Jan-2024,100004723405196,181263820610003,1546162,945.28,20-Jan-2024,,
84,19-Jan-2024,100004738326981,171850823888639,1546163,4456.8,20-Jan-2024,,
85,19-Jan-2024,100004739875451,739973824463789,1546164,1470,20-Jan-2024,,
86,19-Jan-2024,100004714626700,117637817608302,1546067,1180,20-Jan-2024,,
87,19-Jan-2024,100004738764204,535921823943552,1546072,468.05,20-Jan-2024,,
88,19-Jan-2024,100004731017081,351446822501228,1546077,725,20-Jan-2024,,
89,19-Jan-2024,100004738686525,215408823942543,1546079,428.05,20-Jan-2024,,
90,19-Jan-2024,100004722637741,137306820308816,1546084,1700.28,20-Jan-2024,,
91,19-Jan-2024,100004730186097,924218822362540,1546089,380,20-Jan-2024,,
92,19-Jan-2024,100004738723560,111488823942912,1546094,395.28,20-Jan-2024,,
93,19-Jan-2024,100004450073147,171887751028115,1546099,510,20-Jan-2024,,
94,19-Jan-2024,100004727384677,133118822041332,1546104,965.28,20-Jan-2024,,
95,19-Jan-2024,100004517411322,972776767550877,1546109,265,20-Jan-2024,,
96,19-Jan-2024,100004688109157,995899809439569,1546113,900,20-Jan-2024,,
97,19-Jan-2024,100004731706574,815736822570348,1546118,205,20-Jan-2024,,
98,19-Jan-2024,100004632221706,703640795607100,1546123,645.28,20-Jan-2024,,
