S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
46,24-Jan-2024,100004741383001,202434825044854,1546561,250.28,25-Jan-2024,,
47,24-Jan-2024,100004743220444,150966825283202,1546562,1570,25-Jan-2024,,
48,24-Jan-2024,100004745825657,947407826040570,1546563,380,25-Jan-2024,,
49,24-Jan-2024,100004747672968,206011826706037,1546565,1918.4,25-Jan-2024,,
50,24-Jan-2024,100004747675589,340325826698159,1546566,1698.4,25-Jan-2024,,
51,24-Jan-2024,100004704487365,145001814388069,1546568,615,25-Jan-2024,,
52,24-Jan-2024,100004729036796,707012822281709,1546570,745.28,25-Jan-2024,,
53,24-Jan-2024,100004747397133,118026826639658,1546571,3410.75,25-Jan-2024,,
54,24-Jan-2024,100004745291548,137065825931951,1546572,730,25-Jan-2024,,
55,24-Jan-2024,100004704487424,200192814388912,1546573,235,25-Jan-2024,,
56,24-Jan-2024,100004747556727,655908826693606,1546575,1203.75,25-Jan-2024,,
57,24-Jan-2024,100004747580348,123480826692582,1546576,443.05,25-Jan-2024,,
58,24-Jan-2024,100004747415071,772086826640372,1546577,1715.28,25-Jan-2024,,
59,24-Jan-2024,100004587951620,610927786171031,1546578,100,25-Jan-2024,,
60,24-Jan-2024,100004657738385,181780801328926,1546579,1290.56,25-Jan-2024,,
61,24-Jan-2024,100004747323187,743542826637156,1546581,1185.4,25-Jan-2024,,
62,24-Jan-2024,100004630512493,313688795190941,1546583,125.28,25-Jan-2024,,
63,24-Jan-2024,100004745410828,136605825969216,1546584,2390.56,25-Jan-2024,,
64,24-Jan-2024,100004633678210,107980795917372,1546586,700,25-Jan-2024,,
65,24-Jan-2024,100004482695667,103708758944584,1546587,761.12,25-Jan-2024,,
66,24-Jan-2024,100004741072529,477621824754360,1546588,145.28,25-Jan-2024,,
67,24-Jan-2024,100004747670449,115918826695380,1546589,393.05,25-Jan-2024,,
68,24-Jan-2024,100004644106958,149854797933453,1546590,620.28,25-Jan-2024,,
69,24-Jan-2024,100004745709768,400020826023960,1546592,770.56,25-Jan-2024,,
70,24-Jan-2024,100004748542180,379916827152025,1546594,985.4,25-Jan-2024,,
71,24-Jan-2024,100004746364679,166290826385750,1546595,1695,25-Jan-2024,,
72,24-Jan-2024,100004747656818,211832826701400,1546596,158.05,25-Jan-2024,,
73,24-Jan-2024,100004747581546,379987826692141,1546597,1341.12,25-Jan-2024,,
74,24-Jan-2024,100004706648160,182549815127790,1546598,85,25-Jan-2024,,
75,24-Jan-2024,100004729036750,163437822281163,1546599,700.28,25-Jan-2024,,
76,24-Jan-2024,100004612396490,786860791286623,1546600,3750,25-Jan-2024,,
77,24-Jan-2024,100004657738438,868585801333477,1546602,1290.56,25-Jan-2024,,
78,24-Jan-2024,100004747670541,213536826696393,1546603,442.7,25-Jan-2024,,
79,24-Jan-2024,100004747318485,707553826639095,1546604,2190.75,25-Jan-2024,,
80,24-Jan-2024,100004739352106,963608824147040,1546605,6280,25-Jan-2024,,
81,24-Jan-2024,100004747556612,215868826692077,1546606,443.05,25-Jan-2024,,
82,24-Jan-2024,100004748295204,125814826971581,1546607,1065.75,25-Jan-2024,,
83,24-Jan-2024,100004747275814,185974826639337,1546609,2991.45,25-Jan-2024,,
84,24-Jan-2024,100004743937541,717861825400635,1546610,57,25-Jan-2024,,
85,24-Jan-2024,100004747255924,207529826639228,1546611,1866.1,25-Jan-2024,,
86,24-Jan-2024,100004588269311,554486786306091,1546612,675,25-Jan-2024,,
87,24-Jan-2024,100004569799170,147302782048934,1546613,830.56,25-Jan-2024,,
