S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
1,15-Jan-2024,100004730040761,166607822362160,1545813,1588.4,16-Jan-2024,,
2,15-Jan-2024,100004726664138,382549821587870,1545818,115,16-Jan-2024,,
3,15-Jan-2024,100004730905957,139803822507748,1545823,3640,16-Jan-2024,,
4,15-Jan-2024,100004720992567,164659819870342,1545828,730.56,16-Jan-2024,,
5,15-Jan-2024,100004447188279,106170750729081,1545845,185.28,16-Jan-2024,,
6,15-Jan-2024,100004730506192,146689822413923,1545849,50,16-Jan-2024,,
7,15-Jan-2024,100004721428663,202954819974264,1545854,1320,16-Jan-2024,,
8,15-Jan-2024,100004689449771,204567809797871,1545859,2150.28,16-Jan-2024,,
9,15-Jan-2024,100004697719203,206039812434261,1545864,4621.68,16-Jan-2024,,
10,15-Jan-2024,100004705584218,842922814653518,1545807,310,16-Jan-2024,,
11,15-Jan-2024,100004534349580,158120771766121,1545808,505,16-Jan-2024,,
12,15-Jan-2024,100004729716726,196450822345909,1545809,2050.4,16-Jan-2024,,
13,15-Jan-2024,100004726564753,131148821592347,1545810,141.12,16-Jan-2024,,
14,15-Jan-2024,100004725883653,102087821463693,1545812,750.56,16-Jan-2024,,
15,15-Jan-2024,100004705537962,169446814703118,1545814,745.28,16-Jan-2024,,
16,15-Jan-2024,100004718824112,158408819128320,1545815,1875,16-Jan-2024,,
17,15-Jan-2024,100004714626676,123651817607667,1545816,1180,16-Jan-2024,,
18,15-Jan-2024,100004720992515,105690819866715,1545817,980,16-Jan-2024,,
19,15-Jan-2024,100004680939901,175123807992957,1545819,430,16-Jan-2024,,
20,15-Jan-2024,100004713825646,148770817499396,1545820,500.56,16-Jan-2024,,
21,15-Jan-2024,100004721495663,181297819975508,1545821,845,16-Jan-2024,,
22,15-Jan-2024,100004716814699,168256818396494,1545824,305.28,16-Jan-2024,,
23,15-Jan-2024,100004726556134,579176821583350,1545825,265.28,16-Jan-2024,,
24,15-Jan-2024,100004617768427,490717791972256,1545826,1705.28,16-Jan-2024,,
25,15-Jan-2024,100004697622750,867928812443112,1545827,2310,16-Jan-2024,,
26,15-Jan-2024,100004730068598,664441822361938,1545829,478.05,16-Jan-2024,,
27,15-Jan-2024,100004718824013,460299819124439,1545830,745.28,16-Jan-2024,,
28,15-Jan-2024,100004729686993,215823822346314,1545831,2020.75,16-Jan-2024,,
29,15-Jan-2024,100004729815109,134085822345997,1545832,3056.1,16-Jan-2024,,
30,15-Jan-2024,100004625501675,859652793981662,1545833,1035,16-Jan-2024,,
31,15-Jan-2024,100004717932995,570527818741115,1545834,1540,16-Jan-2024,,
32,15-Jan-2024,100004686931305,194461809189363,1545835,10526.4,16-Jan-2024,,
33,15-Jan-2024,100004730506061,168113822409772,1545836,3150,16-Jan-2024,,
34,15-Jan-2024,100004726607207,169326821586266,1545837,581.12,16-Jan-2024,,
