S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
1,16-Jan-2024,100004710574622,160440816514531,1545887,365,17-Jan-2024,,
2,16-Jan-2024,100004461340890,192980754165568,1545940,581.12,17-Jan-2024,,
3,16-Jan-2024,100004480723534,104044758629825,1545890,3861.12,17-Jan-2024,,
4,16-Jan-2024,100004506650542,824283764908557,1545891,2730,17-Jan-2024,,
5,16-Jan-2024,100004728654422,286695822214707,1545892,555,17-Jan-2024,,
6,16-Jan-2024,100004718386562,437653818974546,1545893,4090,17-Jan-2024,,
7,16-Jan-2024,100004719409351,308152819248673,1545894,6140.56,17-Jan-2024,,
8,16-Jan-2024,100004728234271,638283822175670,1545895,740,17-Jan-2024,,
9,16-Jan-2024,100004729517621,358981822330602,1545896,6330,17-Jan-2024,,
10,16-Jan-2024,100004731566762,105589822560369,1545897,1185.75,17-Jan-2024,,
11,16-Jan-2024,100004731614767,128922822561540,1545898,1410.75,17-Jan-2024,,
12,16-Jan-2024,100004731628481,743890822560916,1545899,3086.1,17-Jan-2024,,
13,16-Jan-2024,100004731636378,128866822560258,1545900,2456.1,17-Jan-2024,,
14,16-Jan-2024,100004731734304,361824822565213,1545901,535.28,17-Jan-2024,,
15,16-Jan-2024,100004731876645,526486822582431,1545902,1368.75,17-Jan-2024,,
16,16-Jan-2024,100004731888849,136706822582676,1545903,2619.1,17-Jan-2024,,
17,16-Jan-2024,100004732002211,216947822583898,1545904,839.1,17-Jan-2024,,
18,16-Jan-2024,100004732896072,195438822707123,1545905,470.56,17-Jan-2024,,
19,16-Jan-2024,100004691129625,102452810367616,1545917,3300,17-Jan-2024,,
20,16-Jan-2024,100004636552570,198775796236839,1545922,1105,17-Jan-2024,,
21,16-Jan-2024,100004730622696,172246822447615,1545927,1035,17-Jan-2024,,
22,16-Jan-2024,100004706330836,181022815096819,1545932,900,17-Jan-2024,,
23,16-Jan-2024,100004456616926,178867753010375,1545937,500.28,17-Jan-2024,,
24,16-Jan-2024,100004666206839,891544803968564,1545888,746.12,17-Jan-2024,,
25,16-Jan-2024,100004731618594,613061822560281,1545919,1350.56,17-Jan-2024,,
26,16-Jan-2024,100004731585964,672157822561502,1545930,1390.75,17-Jan-2024,,
27,16-Jan-2024,100004718774761,172597819140520,1545906,880,17-Jan-2024,,
28,16-Jan-2024,100004716659722,661884818361616,1545907,2505.28,17-Jan-2024,,
29,16-Jan-2024,100004695734528,126798811736191,1545908,770.28,17-Jan-2024,,
30,16-Jan-2024,100004725665865,872075821433162,1545909,200.28,17-Jan-2024,,
31,16-Jan-2024,100004726896105,764631821690355,1545910,200.28,17-Jan-2024,,
32,16-Jan-2024,100004731837968,311923822582407,1545911,1048.4,17-Jan-2024,,
33,16-Jan-2024,100004731831686,165013822581697,1545912,428.05,17-Jan-2024,,
34,16-Jan-2024,100004731915301,263895822582052,1545913,517.7,17-Jan-2024,,
35,16-Jan-2024,100004707054962,153675815265548,1545914,1145.28,17-Jan-2024,,
36,16-Jan-2024,100004731636361,812157822560210,1545915,950.4,17-Jan-2024,,
37,16-Jan-2024,100004706330878,316752815098047,1545916,300,17-Jan-2024,,
38,16-Jan-2024,100004731668112,107273822560062,1545918,1265.75,17-Jan-2024,,
39,16-Jan-2024,100004731658309,191203822560546,1545920,3486.45,17-Jan-2024,,
40,16-Jan-2024,100004731615647,193256822560588,1545921,2756.1,17-Jan-2024,,
41,16-Jan-2024,100004728249219,100192822176917,1545923,740,17-Jan-2024,,
42,16-Jan-2024,100004731922647,169512822582460,1545924,392.7,17-Jan-2024,,
43,16-Jan-2024,100004666376816,116563803987353,1545925,566.12,17-Jan-2024,,
44,16-Jan-2024,100004731578838,132292822560562,1545926,1610.75,17-Jan-2024,,
45,16-Jan-2024,100004701766233,211888813513304,1545928,2535,17-Jan-2024,,
46,16-Jan-2024,100004680731858,113321807850948,1545929,770,17-Jan-2024,,
47,16-Jan-2024,100004728354380,122358822177463,1545931,1410,17-Jan-2024,,
48,16-Jan-2024,100004732182517,492892822619637,1545933,523.05,17-Jan-2024,,
49,16-Jan-2024,100004731878859,554358822582322,1545934,768.4,17-Jan-2024,,
50,16-Jan-2024,100004698736177,148846812990608,1545935,370,17-Jan-2024,,
51,16-Jan-2024,100004732755589,158591822713147,1545936,2515,17-Jan-2024,,
52,16-Jan-2024,100004663248273,476718803155218,1545938,261.12,17-Jan-2024,,
53,16-Jan-2024,100004458871265,118725753540820,1545939,750.28,17-Jan-2024,,
54,16-Jan-2024,100004731936390,144019822582294,1545889,1098.4,17-Jan-2024,,
