S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
142,13-Jan-2024,100004589195243,197697786563290,1545756,151.68,15-Jan-2024,,
143,13-Jan-2024,100004726622389,707410821588155,1545757,188.05,15-Jan-2024,,
144,13-Jan-2024,100004581022583,105935784625547,1545758,1420,15-Jan-2024,,
145,13-Jan-2024,100004704539858,175438814400689,1545759,320,15-Jan-2024,,
146,13-Jan-2024,100004705430279,628608814567736,1545696,765,15-Jan-2024,,
147,13-Jan-2024,100004726614354,117024821588564,1545701,599.1,15-Jan-2024,,
148,13-Jan-2024,100004634845608,185447796028354,1545706,1290,15-Jan-2024,,
149,13-Jan-2024,100004681146990,146907808138968,1545711,1370,15-Jan-2024,,
150,13-Jan-2024,100004555329250,128068777213151,1545716,761.12,15-Jan-2024,,
151,13-Jan-2024,100004626062147,125596794103804,1545721,2941.12,15-Jan-2024,,
152,13-Jan-2024,100004646000969,449450798223290,1545726,790.28,15-Jan-2024,,
153,13-Jan-2024,100004589195246,674400786563216,1545731,25.28,15-Jan-2024,,
154,12-Jan-2024,100004667363261,967232804281412,1545686,2460,15-Jan-2024,,
155,12-Jan-2024,100004725192811,100839821236398,1545687,1326.45,15-Jan-2024,,
156,12-Jan-2024,100004534349537,136983771765001,1545690,740,15-Jan-2024,,
157,12-Jan-2024,100004631950958,606916795429270,1545691,1700.56,15-Jan-2024,,
158,12-Jan-2024,100004710728177,775052816555838,1545692,700,15-Jan-2024,,
159,14-Jan-2024,100004572260737,210978782600703,1545785,535,15-Jan-2024,,
160,14-Jan-2024,100004704548388,108605814393661,1545786,2710,15-Jan-2024,,
161,14-Jan-2024,100004665272286,154950803651451,1545787,2680.56,15-Jan-2024,,
162,14-Jan-2024,100004728234241,514938822174846,1545788,3015.4,15-Jan-2024,,
163,14-Jan-2024,100004443031248,613815749431760,1545789,1116.12,15-Jan-2024,,
164,14-Jan-2024,100004717118036,100312818417959,1545790,1460.56,15-Jan-2024,,
165,14-Jan-2024,100004724121843,200151820766215,1545791,870.28,15-Jan-2024,,
