S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
26,10-Jan-2024,100004504285909,313652764376386,1545473,215,11-Jan-2024,,
27,10-Jan-2024,100004656279444,631088800948223,1545485,130.28,11-Jan-2024,,
28,10-Jan-2024,100004717565965,173397818558127,1545496,1290.84,11-Jan-2024,,
29,10-Jan-2024,100004626060599,137660794133396,1545507,1300,11-Jan-2024,,
30,10-Jan-2024,100004718014738,983596818773562,1545518,955,11-Jan-2024,,
31,10-Jan-2024,100004712841235,295061817370858,1545469,720.28,11-Jan-2024,,
32,10-Jan-2024,100004535884525,189984771968771,1545502,140.28,11-Jan-2024,,
33,10-Jan-2024,100004658651203,193907801685375,1545503,1600.28,11-Jan-2024,,
34,10-Jan-2024,100004718636719,270811819111821,1545504,160.28,11-Jan-2024,,
35,10-Jan-2024,100004668814118,616393804630770,1545506,1285,11-Jan-2024,,
36,10-Jan-2024,100004711535904,131607816745675,1545508,60,11-Jan-2024,,
37,10-Jan-2024,100004559370817,129904778563257,1545509,2800,11-Jan-2024,,
38,10-Jan-2024,100004709863492,347684816041660,1545511,245,11-Jan-2024,,
39,10-Jan-2024,100004717767180,106302818565572,1545512,72,11-Jan-2024,,
40,10-Jan-2024,100004593963796,126390787633980,1545513,1145.84,11-Jan-2024,,
41,10-Jan-2024,100004668814399,176530804632426,1545514,540,11-Jan-2024,,
42,10-Jan-2024,100004716946135,944740818399915,1545516,170.28,11-Jan-2024,,
43,10-Jan-2024,100004715663091,162712817784379,1545517,785.28,11-Jan-2024,,
44,10-Jan-2024,100004701446283,968330813408943,1545519,210,11-Jan-2024,,
45,10-Jan-2024,100004696334302,111200812096979,1545521,720.28,11-Jan-2024,,
46,10-Jan-2024,100004716379867,128684818222347,1545522,170.28,11-Jan-2024,,
47,10-Jan-2024,100004705580468,168694814667189,1545474,1010,11-Jan-2024,,
48,10-Jan-2024,100004707144846,194654815246016,1545479,195,11-Jan-2024,,
49,10-Jan-2024,100004715697102,209432817785231,1545484,795.28,11-Jan-2024,,
50,10-Jan-2024,100004699771827,141268813112639,1545489,515.28,11-Jan-2024,,
51,10-Jan-2024,100004711617623,528829816769252,1545494,1245,11-Jan-2024,,
52,10-Jan-2024,100004719566971,269997819297422,1545499,868.4,11-Jan-2024,,
53,10-Jan-2024,100004711606495,655795816753087,1545505,60.28,11-Jan-2024,,
54,10-Jan-2024,100004443051291,390414749433120,1545510,360.84,11-Jan-2024,,
55,10-Jan-2024,100004689247573,174662809683045,1545515,1655,11-Jan-2024,,
56,10-Jan-2024,100004719473936,106927819297674,1545520,998.4,11-Jan-2024,,
57,10-Jan-2024,100004719614544,137453819297483,1545523,978.05,11-Jan-2024,,
58,10-Jan-2024,100004719521833,187331819296493,1545524,178.05,11-Jan-2024,,
59,10-Jan-2024,100004563912677,179035779691723,1545525,945.84,11-Jan-2024,,
60,10-Jan-2024,100004673684278,145576805879501,1545526,1350,11-Jan-2024,,
61,10-Jan-2024,100004701726913,102372813551921,1545527,310.28,11-Jan-2024,,
62,10-Jan-2024,100004563912724,609397779696921,1545528,255.84,11-Jan-2024,,
63,10-Jan-2024,100004719650772,203844819318322,1545529,1085,11-Jan-2024,,
64,10-Jan-2024,100004658651160,989059801684204,1545530,125.28,11-Jan-2024,,
65,10-Jan-2024,100004719466947,258874819296680,1545531,443.05,11-Jan-2024,,
66,10-Jan-2024,100004719614774,136025819309166,1545532,943.05,11-Jan-2024,,
67,10-Jan-2024,100004719314295,424175819235284,1545533,2680.4,11-Jan-2024,,
68,10-Jan-2024,100004719310058,220023819234078,1545534,1105,11-Jan-2024,,
69,10-Jan-2024,100004719587528,431761819296367,1545535,802.7,11-Jan-2024,,
